customer_id,monthly_charges,total_charges,payment_method
C001485,72.85,437.1,Bank Transfer
C001486,85.67,771.03,UPI
C001487,65.14,1107.38,Bank Transfer
C001488,65.91,2438.67,UPI
C001489,60.6,909.0,Credit Card
C001490,64.3,1028.8,Credit Card
C001491,54.53,708.89,Debit Card
C001492,70.48,2537.28,Debit Card
C001493,63.59,2225.65,Debit Card
C001494,40.52,1053.52,UPI
C001495,122.02,3538.58,Bank Transfer
C001496,49.25,886.5,UPI
C001497,67.31,269.24,Credit Card
C001498,71.22,783.42,Bank Transfer
C001499,59.3,3024.3,Credit Card
C001500,68.21,750.31,Debit Card
C001501,53.63,1608.9,Credit Card
C001502,84.54,2958.9,UPI
C001503,69.56,695.6,Credit Card
C001504,84.37,2952.95,Credit Card
C001505,99.4,1192.8,Credit Card
C001506,64.38,450.66,Bank Transfer
C001507,85.47,769.23,Credit Card
C001508,100.73,4633.58,Credit Card
C001509,67.53,472.71,Debit Card
C001510,83.82,335.28,Debit Card
C001511,60.69,788.97,UPI
C001512,93.94,2348.5,Debit Card
C001513,60.0,1020.0,Credit Card
C001514,84.06,2689.92,Debit Card
C001515,89.9,4495.0,Bank Transfer
C001516,46.42,789.14,UPI
C001517,56.67,2096.79,Debit Card
C001518,55.86,2066.82,UPI
C001519,91.6,366.4,UPI
C001520,46.49,511.39,UPI
C001521,76.51,3519.46,Bank Transfer
C001522,84.53,4564.62,Credit Card
C001523,73.39,220.17,Bank Transfer
C001524,95.49,1145.88,UPI
C001525,31.51,31.51,Debit Card
C001526,82.16,3861.52,Debit Card
C001527,66.36,929.04,Bank Transfer
C001528,39.9,239.4,Debit Card
C001529,48.38,2757.66,UPI
C001530,101.3,1316.9,UPI
C001531,82.64,1487.52,Credit Card
C001532,86.04,1290.6,UPI
C001533,89.18,3745.56,Debit Card
C001534,42.86,728.62,Credit Card
C001535,74.91,1273.47,Debit Card
C001536,91.97,3218.95,Bank Transfer
C001537,61.95,867.3,Credit Card
C001538,97.25,1167.0,UPI
C001539,57.75,231.0,Credit Card
C001540,72.5,1015.0,UPI
C001541,77.95,4832.9,UPI
C001542,85.09,2042.16,Debit Card
C001543,64.25,706.75,UPI
C001544,90.24,2977.92,UPI
C001545,78.56,864.16,UPI
C001546,37.22,1935.44,Debit Card
C001547,106.73,1280.76,UPI
C001548,50.84,711.76,Bank Transfer
C001549,108.38,1625.7,Debit Card
C001550,66.85,1069.6,Bank Transfer
C001551,63.12,378.72,Credit Card
C001552,77.98,1091.72,Debit Card
C001553,56.03,168.09,Bank Transfer
C001554,32.28,774.72,Debit Card
C001555,67.81,745.91,UPI
C001556,77.5,1317.5,Debit Card
C001557,100.76,1712.92,Credit Card
C001558,46.17,138.51,Bank Transfer
C001559,81.6,1550.4,Debit Card
C001560,67.92,475.44,UPI
C001561,70.66,211.98,Bank Transfer
C001562,89.44,626.08,Bank Transfer
C001563,59.77,1016.09,Bank Transfer
C001564,73.35,660.15,Credit Card
C001565,91.8,3029.4,UPI
C001566,90.59,543.54,UPI
C001567,45.59,410.31,Bank Transfer
C001568,57.74,288.7,Debit Card
C001569,67.13,134.26,Bank Transfer
C001570,86.28,2329.56,UPI
C001571,64.98,1299.6,Credit Card
C001572,71.65,1003.1,Credit Card
C001573,95.01,950.1,Bank Transfer
C001574,63.23,252.92,Credit Card
C001575,99.46,2088.66,Credit Card
C001576,37.89,2652.3,Debit Card
C001577,62.14,497.12,Credit Card
C001578,42.7,555.1,Debit Card
C001579,72.33,506.31,Bank Transfer
C001580,85.02,595.14,UPI
C001581,66.78,267.12,UPI
C001582,60.51,907.65,Debit Card
C001583,42.81,727.77,UPI
C001584,103.63,2176.23,Bank Transfer
C001585,69.55,417.3,UPI
C001586,60.96,548.64,Credit Card
C001587,101.25,4657.5,Bank Transfer
C001588,62.96,503.68,Bank Transfer
C001589,51.79,621.48,UPI
C001590,55.79,223.16,UPI
C001591,52.86,1638.66,Debit Card
C001592,48.68,632.84,Credit Card
C001593,56.13,392.91,UPI
C001594,118.3,1183.0,UPI
C001595,47.0,564.0,Debit Card
C001596,40.16,120.48,UPI
C001597,75.56,2342.36,Credit Card
C001598,68.48,821.76,Credit Card
C001599,83.2,1248.0,Bank Transfer
C001600,58.92,765.96,Bank Transfer
C001601,52.63,894.71,Credit Card
C001602,103.47,6518.61,Debit Card
C001603,37.77,415.47,Bank Transfer
C001604,77.21,772.1,Credit Card
C001605,83.81,586.67,Credit Card
C001606,86.43,5790.81,Bank Transfer
C001607,63.93,3580.08,Credit Card
C001608,45.04,315.28,Credit Card
C001609,99.99,799.92,Credit Card
C001610,61.09,977.44,Credit Card
C001611,100.6,1609.6,Bank Transfer
C001612,77.36,2398.16,Debit Card
C001613,60.32,542.88,Credit Card
C001614,77.87,1323.79,UPI
C001615,93.02,1953.42,Debit Card
C001616,71.64,4441.68,UPI
C001617,55.25,607.75,UPI
C001618,34.25,411.0,Credit Card
C001619,61.51,799.63,Bank Transfer
C001620,86.15,5341.3,UPI
C001621,49.79,1394.12,UPI
C001622,83.62,2592.22,UPI
C001623,70.56,2116.8,Credit Card
C001624,84.91,6028.61,Credit Card
C001625,30.0,390.0,Bank Transfer
C001626,41.59,499.08,Credit Card
C001627,60.75,729.0,Debit Card
C001628,107.33,107.33,Bank Transfer
C001629,54.91,54.91,Credit Card
C001630,67.46,4249.98,Credit Card
C001631,113.01,3164.28,UPI
C001632,78.57,1099.98,Credit Card
C001633,87.19,1307.85,UPI
C001634,57.15,628.65,Credit Card
C001635,93.58,842.22,Credit Card
C001636,96.63,1642.71,Credit Card
C001637,80.03,720.27,Credit Card
C001638,68.28,477.96,Credit Card
C001639,81.19,81.19,Bank Transfer
C001640,37.49,337.41,Credit Card
C001641,91.77,5139.12,Credit Card
C001642,53.02,106.04,UPI
C001643,64.43,128.86,Debit Card
C001644,96.35,1445.25,Debit Card
C001645,91.95,2022.9,Bank Transfer
C001646,37.58,676.44,Credit Card
C001647,51.05,357.35,Debit Card
C001648,82.8,745.2,UPI
C001649,35.21,422.52,UPI
C001650,98.39,787.12,Bank Transfer
C001651,72.36,2026.08,UPI
C001652,98.26,1473.9,Debit Card
C001653,55.1,385.7,Debit Card
C001654,56.88,56.88,Debit Card
C001655,90.68,1269.52,Credit Card
C001656,64.07,1537.68,UPI
C001657,45.18,722.88,UPI
C001658,81.23,812.3,Credit Card
C001659,38.15,38.15,Debit Card
C001660,98.84,1581.44,UPI
C001661,73.68,1031.52,Debit Card
C001662,52.21,887.57,Credit Card
C001663,92.9,1486.4,Debit Card
C001664,93.26,186.52,Bank Transfer
C001665,70.07,1051.05,Credit Card
C001666,115.51,1501.63,Debit Card
C001667,115.05,2070.9,Credit Card
C001668,76.47,1605.87,UPI
C001669,91.31,1734.89,Bank Transfer
C001670,96.18,1057.98,Credit Card
C001671,47.3,898.7,Debit Card
C001672,75.73,2044.71,UPI
C001673,56.36,563.6,Debit Card
C001674,53.54,53.54,Debit Card
C001675,72.43,869.16,Credit Card
C001676,73.93,665.37,Credit Card
C001677,37.76,188.8,Debit Card
C001678,76.87,1076.18,Credit Card
C001679,64.98,1039.68,Debit Card
C001680,97.96,2840.84,Credit Card
C001681,93.25,746.0,Bank Transfer
C001682,52.88,1797.92,Credit Card
C001683,96.25,1058.75,Debit Card
C001684,80.72,2825.2,UPI
C001685,65.63,262.52,Credit Card
C001686,59.76,597.6,Bank Transfer
C001687,47.05,1646.75,Bank Transfer
C001688,45.64,593.32,Bank Transfer
C001689,33.46,1137.64,Bank Transfer
C001690,70.42,1760.5,Debit Card
C001691,30.0,420.0,Bank Transfer
C001692,52.67,105.34,UPI
C001693,83.14,2826.76,Credit Card
C001694,99.87,399.48,Bank Transfer
C001695,47.03,564.36,Credit Card
C001696,82.19,5095.78,Debit Card
C001697,63.81,1084.77,Credit Card
C001698,59.68,954.88,Debit Card
C001699,73.09,1315.62,Debit Card
C001700,56.9,682.8,Credit Card
C001701,68.32,68.32,Bank Transfer
C001702,71.42,1071.3,UPI
C001703,93.21,745.68,Credit Card
C001704,97.55,585.3,UPI
C001705,58.03,812.42,Credit Card
C001706,64.6,1808.8,UPI
C001707,86.08,516.48,Credit Card
C001708,66.38,66.38,UPI
C001709,84.29,5310.27,UPI
C001710,88.04,968.44,Credit Card
C001711,90.38,1717.22,Credit Card
C001712,71.76,1076.4,Debit Card
C001713,46.73,887.87,UPI
C001714,66.64,1066.24,Credit Card
C001715,59.85,957.6,Bank Transfer
C001716,85.54,85.54,Bank Transfer
C001717,100.51,402.04,Debit Card
C001718,101.07,3537.45,Bank Transfer
C001719,87.71,877.1,Credit Card
C001720,51.3,1282.5,UPI
C001721,98.06,2255.38,Credit Card
C001722,78.53,549.71,Bank Transfer
C001723,53.5,214.0,Bank Transfer
C001724,87.24,1744.8,Credit Card
C001725,65.58,262.32,Debit Card
C001726,31.01,496.16,Credit Card
C001727,50.39,1310.14,Debit Card
C001728,68.69,480.83,Bank Transfer
C001729,67.9,1018.5,UPI
C001730,48.7,1607.1,UPI
C001731,85.02,935.22,Credit Card
C001732,80.4,1929.6,Debit Card
C001733,41.28,330.24,Bank Transfer
C001734,122.67,122.67,UPI
C001735,45.71,137.13,Credit Card
C001736,60.85,304.25,Credit Card
C001737,77.51,930.12,Bank Transfer
C001738,60.91,1035.47,Bank Transfer
C001739,99.09,2576.34,Credit Card
C001740,66.49,4654.3,Credit Card
C001741,51.57,464.13,Credit Card
C001742,82.29,1316.64,Debit Card
C001743,30.0,660.0,Bank Transfer
C001744,80.68,4760.12,Credit Card
C001745,95.8,383.2,Bank Transfer
C001746,30.0,450.0,Credit Card
C001747,61.92,4024.8,Credit Card
C001748,37.08,556.2,Credit Card
C001749,70.26,4777.68,Bank Transfer
C001750,114.87,344.61,Credit Card
C001751,74.59,2461.47,Credit Card
C001752,65.63,4200.32,Bank Transfer
C001753,30.0,840.0,Credit Card
C001754,47.88,239.4,UPI
C001755,67.34,740.74,UPI
C001756,71.86,4814.62,Credit Card
C001757,76.86,384.3,Debit Card
C001758,85.36,597.52,Bank Transfer
C001759,51.89,570.79,Credit Card
C001760,70.8,920.4,Bank Transfer
C001761,60.07,120.14,Debit Card
C001762,51.23,563.53,Debit Card
C001763,52.56,262.8,Bank Transfer
C001764,80.82,1131.48,Debit Card
C001765,30.0,330.0,Debit Card
C001766,32.9,723.8,Bank Transfer
C001767,133.34,4000.2,Debit Card
C001768,56.71,3742.86,UPI
C001769,99.38,1291.94,Credit Card
C001770,68.71,480.97,UPI
C001771,58.77,587.7,UPI
C001772,83.14,1247.1,Credit Card
C001773,71.61,1074.15,UPI
C001774,66.42,1926.18,Credit Card
C001775,69.12,1105.92,Credit Card
C001776,77.88,4049.76,Bank Transfer
C001777,56.24,393.68,Credit Card
C001778,60.36,965.76,Credit Card
C001779,50.45,454.05,Debit Card
C001780,45.85,2751.0,Debit Card
C001781,107.0,963.0,UPI
C001782,51.87,155.61,Credit Card
C001783,89.97,719.76,Credit Card
C001784,62.88,1006.08,Bank Transfer
C001785,80.81,565.67,Credit Card
C001786,69.96,2308.68,Bank Transfer
C001787,34.17,239.19,Credit Card
C001788,70.58,917.54,Debit Card
C001789,82.11,246.33,Debit Card
C001790,50.9,2799.5,Debit Card
C001791,116.43,3376.47,UPI
C001792,86.24,1121.12,Credit Card
C001793,86.42,1555.56,Debit Card
C001794,88.54,1416.64,Bank Transfer
C001795,30.0,210.0,Debit Card
C001796,84.1,336.4,Credit Card
C001797,115.52,2656.96,Debit Card
C001798,85.19,2385.32,Credit Card
C001799,64.74,64.74,Credit Card
C001800,47.69,810.73,Debit Card
C001801,45.76,91.52,Bank Transfer
C001802,43.36,260.16,UPI
C001803,61.99,1053.83,Credit Card
C001804,48.64,535.04,UPI
C001805,66.96,4285.44,Debit Card
C001806,74.08,814.88,Credit Card
C001807,35.6,1032.4,Credit Card
C001808,54.7,711.1,Debit Card
C001809,58.42,1752.6,UPI
C001810,57.85,694.2,Bank Transfer
C001811,70.36,2321.88,Debit Card
C001812,72.5,1377.5,Debit Card
C001813,61.51,1291.71,Bank Transfer
C001814,56.55,961.35,Bank Transfer
C001815,69.59,3618.68,Bank Transfer
C001816,98.85,2471.25,Bank Transfer
C001817,40.89,1390.26,Debit Card
C001818,92.63,3149.42,Bank Transfer
C001819,37.33,597.28,UPI
C001820,77.24,1235.84,Bank Transfer
C001821,90.99,818.91,Credit Card
C001822,43.53,783.54,Credit Card
C001823,77.02,2849.74,Bank Transfer
C001824,49.08,245.4,Debit Card
C001825,93.41,2522.07,Debit Card
C001826,38.0,912.0,UPI
C001827,52.15,521.5,Debit Card
C001828,72.63,871.56,UPI
C001829,84.23,1684.6,UPI
C001830,71.85,1005.9,UPI
C001831,79.9,1598.0,Bank Transfer
C001832,59.02,1062.36,Debit Card
C001833,48.18,481.8,Credit Card
C001834,99.29,1390.06,UPI
C001835,79.98,2959.26,Credit Card
C001836,60.25,723.0,UPI
C001837,36.92,221.52,Debit Card
C001838,94.46,1133.52,Bank Transfer
C001839,95.29,2763.41,UPI
C001840,65.65,1181.7,UPI
C001841,56.79,738.27,Credit Card
C001842,64.81,1036.96,Bank Transfer
C001843,65.78,855.14,Debit Card
C001844,85.39,597.73,UPI
C001845,47.24,566.88,Debit Card
C001846,58.33,408.31,Bank Transfer
C001847,66.33,928.62,Credit Card
C001848,75.17,3081.97,Bank Transfer
C001849,87.33,4541.16,Bank Transfer
C001850,76.22,838.42,Bank Transfer
C001851,105.04,6197.36,Bank Transfer
C001852,50.17,1204.08,Debit Card
C001853,99.23,4167.66,Debit Card
C001854,50.92,560.12,Credit Card
C001855,62.09,1428.07,UPI
C001856,77.74,855.14,UPI
C001857,93.56,3368.16,Bank Transfer
C001858,62.13,248.52,Bank Transfer
C001859,77.85,1790.55,Debit Card
C001860,63.69,827.97,UPI
C001861,30.0,120.0,Credit Card
C001862,69.23,2423.05,Bank Transfer
C001863,45.17,2394.01,Debit Card
C001864,95.43,3244.62,Bank Transfer
C001865,95.57,6212.05,Bank Transfer
C001866,53.28,266.4,Debit Card
C001867,50.21,401.68,UPI
C001868,57.42,918.72,UPI
C001869,80.65,645.2,Bank Transfer
C001870,80.73,2341.17,UPI
C001871,138.16,1657.92,Debit Card
C001872,63.83,1531.92,UPI
C001873,71.83,1364.77,Bank Transfer
C001874,108.63,2172.6,Bank Transfer
C001875,75.73,1287.41,Debit Card
C001876,48.24,48.24,Bank Transfer
C001877,76.84,845.24,UPI
C001878,84.1,1261.5,Debit Card
C001879,63.17,758.04,Bank Transfer
C001880,85.91,171.82,Debit Card
C001881,84.13,841.3,Debit Card
C001882,60.83,547.47,UPI
C001883,101.03,2525.75,UPI
C001884,54.33,1032.27,Credit Card
C001885,78.75,630.0,Debit Card
C001886,57.96,405.72,UPI
C001887,36.14,505.96,Bank Transfer
C001888,77.17,926.04,Credit Card
C001889,108.59,3800.65,Credit Card
C001890,68.92,1102.72,Bank Transfer
C001891,40.13,1043.38,UPI
C001892,74.44,372.2,Debit Card
C001893,53.63,3539.58,Credit Card
C001894,91.08,3643.2,Bank Transfer
C001895,65.43,1308.6,Bank Transfer
C001896,34.55,172.75,Bank Transfer
C001897,80.17,881.87,Bank Transfer
C001898,74.18,1038.52,Credit Card
C001899,64.0,192.0,Debit Card
C001900,49.22,492.2,UPI
C001901,105.78,3490.74,Bank Transfer
C001902,60.96,365.76,Bank Transfer
C001903,87.94,6243.74,Debit Card
C001904,60.73,182.19,Debit Card
C001905,83.62,3762.9,UPI
C001906,71.07,3979.92,Credit Card
C001907,70.56,1622.88,Debit Card
C001908,53.47,374.29,Credit Card
C001909,80.56,1208.4,Credit Card
C001910,98.1,981.0,Bank Transfer
C001911,49.31,739.65,Credit Card
C001912,53.35,906.95,Bank Transfer
C001913,128.89,902.23,Bank Transfer
C001914,49.97,749.55,UPI
C001915,58.91,1472.75,Credit Card
C001916,97.67,293.01,Debit Card
C001917,98.28,491.4,Debit Card
C001918,30.0,330.0,Debit Card
C001919,85.31,767.79,UPI
C001920,66.1,330.5,Bank Transfer
C001921,67.01,67.01,Bank Transfer
C001922,93.3,1306.2,Debit Card
C001923,63.04,3025.92,Bank Transfer
C001924,59.76,478.08,Bank Transfer
C001925,63.57,1652.82,UPI
C001926,63.02,882.28,Credit Card
C001927,76.95,5463.45,Credit Card
C001928,96.47,1543.52,UPI
C001929,78.55,471.3,UPI
C001930,69.74,906.62,Bank Transfer
C001931,80.93,161.86,UPI
C001932,85.6,2054.4,Bank Transfer
C001933,81.56,734.04,Credit Card
C001934,56.65,906.4,UPI
C001935,78.49,392.45,Bank Transfer
C001936,30.0,120.0,Credit Card
C001937,100.68,2114.28,Credit Card
C001938,100.62,1609.92,Debit Card
C001939,87.79,2370.33,Credit Card
C001940,94.92,664.44,UPI
C001941,68.52,1575.96,UPI
C001942,54.99,54.99,Bank Transfer
C001943,44.92,628.88,UPI
C001944,90.16,2704.8,Credit Card
C001945,54.99,439.92,Bank Transfer
C001946,62.52,62.52,Credit Card
C001947,74.48,521.36,Debit Card
C001948,69.25,1246.5,Bank Transfer
C001949,75.3,602.4,Debit Card
C001950,33.84,575.28,Bank Transfer
C001951,65.33,718.63,UPI
C001952,86.48,1297.2,Credit Card
C001953,61.36,859.04,Bank Transfer
C001954,52.76,3165.6,UPI
C001955,89.1,1425.6,UPI
C001956,61.51,3013.99,UPI
C001957,73.69,1031.66,Debit Card
C001958,65.79,131.58,UPI
C001959,69.99,279.96,Bank Transfer
C001960,100.59,2313.57,Debit Card
C001961,81.44,3176.16,Credit Card
C001962,45.56,2004.64,UPI
C001963,62.56,688.16,Bank Transfer
C001964,61.75,185.25,Bank Transfer
C001965,74.33,594.64,Debit Card
C001966,88.18,1410.88,Credit Card
C001967,70.64,4450.32,Debit Card
C001968,70.05,1821.3,UPI
C001969,30.0,150.0,Credit Card
C001970,96.48,3183.84,Credit Card
C001971,66.64,733.04,Credit Card
C001972,75.17,902.04,Debit Card
C001973,75.13,2028.51,Bank Transfer
C001974,54.62,491.58,Debit Card
C001975,65.12,846.56,Bank Transfer
C001976,54.46,3539.9,Debit Card
C001977,97.67,2441.75,Bank Transfer
C001978,30.0,90.0,Bank Transfer
C001979,50.93,916.74,Credit Card
C001980,63.56,699.16,Bank Transfer
C001981,99.95,1599.2,UPI
C001982,84.16,2188.16,UPI
C001983,37.24,931.0,Bank Transfer
C001984,67.69,1759.94,Bank Transfer
C001985,84.43,591.01,Bank Transfer
C001986,114.54,1947.18,Bank Transfer
C001987,63.21,1011.36,Credit Card
C001988,46.31,648.34,UPI
C001989,76.45,458.7,Credit Card
C001990,69.13,760.43,UPI
C001991,79.27,1030.51,Bank Transfer
C001992,83.81,83.81,UPI
C001993,76.4,3438.0,UPI
C001994,80.56,725.04,Debit Card
C001995,102.71,1848.78,Debit Card
C001996,64.18,320.9,Bank Transfer
C001997,45.51,409.59,Credit Card
C001998,76.28,991.64,Debit Card
C001999,44.37,443.7,Bank Transfer
C002000,47.57,951.4,Credit Card
C002001,53.56,964.08,Debit Card
C002002,44.99,629.86,UPI
C002003,93.37,1493.92,Debit Card
C002004,70.98,1206.66,Bank Transfer
C002005,84.14,168.28,Debit Card
C002006,80.21,1684.41,Debit Card
C002007,65.8,1579.2,Credit Card
C002008,89.21,446.05,Credit Card
C002009,60.35,543.15,UPI
C002010,66.64,932.96,Bank Transfer
C002011,55.84,335.04,UPI
C002012,98.01,784.08,UPI
C002013,67.86,2375.1,Debit Card
C002014,81.96,245.88,UPI
C002015,58.37,525.33,Credit Card
C002016,86.94,3738.42,UPI
C002017,85.46,512.76,Bank Transfer
C002018,37.49,262.43,UPI
C002019,70.08,911.04,Bank Transfer
C002020,72.34,651.06,Bank Transfer
C002021,64.01,768.12,UPI
C002022,97.69,1465.35,UPI
C002023,45.66,958.86,UPI
C002024,61.03,3722.83,Bank Transfer
C002025,53.01,2915.55,Credit Card
C002026,90.6,5889.0,Debit Card
C002027,49.43,790.88,UPI
C002028,33.35,933.8,Debit Card
C002029,78.63,1336.71,UPI
C002030,67.22,672.2,Bank Transfer
C002031,90.81,3814.02,Bank Transfer
C002032,86.25,1293.75,Debit Card
C002033,69.15,2143.65,Credit Card
C002034,41.14,575.96,Bank Transfer
C002035,46.04,1887.64,Debit Card
C002036,34.54,69.08,Bank Transfer
C002037,67.23,1546.29,UPI
C002038,56.83,966.11,Debit Card
C002039,66.39,199.17,Debit Card
C002040,73.47,881.64,UPI
C002041,107.97,1511.58,Debit Card
C002042,81.62,1061.06,UPI
C002043,71.43,428.58,Credit Card
C002044,38.7,38.7,UPI
C002045,70.52,1339.88,Credit Card
C002046,87.64,1402.24,Debit Card
C002047,77.82,1245.12,UPI
C002048,49.04,735.6,Debit Card
C002049,62.47,2123.98,Credit Card
C002050,71.47,786.17,Bank Transfer
C002051,61.84,927.6,Bank Transfer
C002052,57.66,461.28,Bank Transfer
C002053,30.0,30.0,Bank Transfer
C002054,54.64,710.32,Bank Transfer
C002055,75.02,2400.64,Credit Card
C002056,87.5,2012.5,Bank Transfer
C002057,71.52,929.76,Bank Transfer
C002058,91.19,1276.66,Debit Card
C002059,68.43,752.73,UPI
C002060,52.45,367.15,UPI
C002061,60.52,242.08,UPI
C002062,79.98,2239.44,UPI
C002063,64.64,1551.36,Credit Card
C002064,57.15,1085.85,UPI
C002065,38.85,388.5,Debit Card
C002066,52.14,3545.52,Credit Card
C002067,62.06,2110.04,Bank Transfer
C002068,58.37,642.07,Debit Card
C002069,50.51,202.04,Debit Card
C002070,101.15,2225.3,Bank Transfer
C002071,82.01,4592.56,Bank Transfer
C002072,113.84,5805.84,Debit Card
C002073,37.9,379.0,Credit Card
C002074,76.26,838.86,Bank Transfer
C002075,61.31,183.93,UPI
C002076,70.39,1055.85,Debit Card
C002077,107.02,2033.38,Debit Card
C002078,35.21,35.21,Bank Transfer
C002079,58.55,468.4,Bank Transfer
C002080,55.04,165.12,UPI
C002081,58.6,58.6,UPI
C002082,30.0,480.0,UPI
C002083,95.71,1339.94,UPI
C002084,96.5,2123.0,Debit Card
C002085,81.64,1306.24,Bank Transfer
C002086,43.23,259.38,Credit Card
C002087,75.55,528.85,Bank Transfer
C002088,87.32,1397.12,Bank Transfer
C002089,77.77,1011.01,UPI
C002090,69.01,1035.15,UPI
C002091,98.21,1865.99,Debit Card
C002092,55.82,893.12,UPI
C002093,66.62,133.24,Debit Card
C002094,82.51,1897.73,Bank Transfer
C002095,76.36,5421.56,Bank Transfer
C002096,81.2,5765.2,Bank Transfer
C002097,80.67,1048.71,Debit Card
C002098,80.5,4669.0,Debit Card
C002099,62.7,2382.6,Debit Card
C002100,56.05,3867.45,UPI
C002101,72.74,872.88,Credit Card
C002102,100.22,1803.96,UPI
C002103,69.5,1320.5,Credit Card
C002104,81.99,1721.79,UPI
C002105,72.25,2528.75,Bank Transfer
C002106,110.67,4426.8,Debit Card
C002107,67.24,201.72,UPI
C002108,82.06,2707.98,Debit Card
C002109,55.62,723.06,UPI
C002110,47.59,1094.57,Bank Transfer
C002111,69.86,139.72,Debit Card
C002112,93.62,561.72,Bank Transfer
C002113,82.67,1074.71,Credit Card
C002114,30.0,1050.0,Debit Card
C002115,84.66,1185.24,UPI
C002116,39.37,2677.16,Debit Card
C002117,86.8,6076.0,Credit Card
C002118,80.89,647.12,Credit Card
C002119,67.0,1139.0,UPI
C002120,84.55,760.95,Bank Transfer
C002121,64.72,388.32,Debit Card
C002122,72.99,2408.67,Bank Transfer
C002123,41.24,1072.24,Bank Transfer
C002124,64.88,2205.92,UPI
C002125,88.48,1150.24,Debit Card
C002126,43.38,520.56,Credit Card
C002127,86.37,1554.66,UPI
C002128,30.0,360.0,Bank Transfer
C002129,46.21,646.94,Credit Card
C002130,63.7,3439.8,Bank Transfer
C002131,73.07,2849.73,Debit Card
C002132,58.55,819.7,Bank Transfer
C002133,58.0,1624.0,Credit Card
C002134,92.14,184.28,Debit Card
C002135,93.77,2250.48,UPI
C002136,61.51,984.16,Bank Transfer
C002137,62.12,621.2,Debit Card
C002138,64.26,4176.9,Debit Card
C002139,114.35,914.8,UPI
C002140,70.34,1828.84,UPI
C002141,101.42,507.1,Credit Card
C002142,84.64,592.48,Debit Card
C002143,67.9,882.7,Debit Card
C002144,57.05,912.8,Credit Card
C002145,85.58,2995.3,Bank Transfer
C002146,54.28,271.4,Debit Card
C002147,62.27,1307.67,Debit Card
C002148,83.18,1663.6,Bank Transfer
C002149,65.19,912.66,UPI
C002150,62.1,745.2,UPI
C002151,63.84,3255.84,UPI
C002152,56.27,731.51,Credit Card
C002153,78.99,394.95,Bank Transfer
C002154,70.72,990.08,UPI
C002155,42.88,686.08,Credit Card
C002156,60.25,662.75,Bank Transfer
C002157,62.66,1566.5,UPI
C002158,62.52,750.24,Debit Card
C002159,81.98,1229.7,Debit Card
C002160,55.96,1622.84,UPI
C002161,124.08,1488.96,UPI
C002162,97.71,879.39,Credit Card
C002163,97.61,97.61,Debit Card
C002164,49.33,394.64,Bank Transfer
C002165,30.0,360.0,UPI
C002166,63.22,821.86,Bank Transfer
C002167,75.87,2124.36,UPI
C002168,66.76,734.36,Debit Card
C002169,59.4,891.0,UPI
C002170,35.18,738.78,Bank Transfer
C002171,56.56,904.96,Debit Card
C002172,65.14,65.14,UPI
C002173,60.09,961.44,Debit Card
C002174,59.98,239.92,Credit Card
C002175,54.03,324.18,Bank Transfer
C002176,103.1,206.2,UPI
C002177,84.17,1935.91,UPI
C002178,89.12,1336.8,UPI
C002179,75.46,301.84,Bank Transfer
C002180,43.3,1472.2,Credit Card
C002181,84.77,84.77,Bank Transfer
C002182,96.96,1454.4,UPI
C002183,99.88,1498.2,Bank Transfer
C002184,82.47,1319.52,UPI
C002185,70.02,910.26,Bank Transfer
C002186,69.96,1049.4,Debit Card
C002187,80.38,1044.94,Bank Transfer
C002188,37.18,929.5,UPI
C002189,82.77,331.08,UPI
C002190,60.29,723.48,Bank Transfer
C002191,114.19,1370.28,Bank Transfer
C002192,63.99,1791.72,Debit Card
C002193,73.89,2733.93,Credit Card
C002194,72.89,801.79,Credit Card
C002195,56.16,561.6,Debit Card
C002196,79.15,474.9,Credit Card
C002197,76.84,1229.44,Credit Card
C002198,90.46,2623.34,UPI
C002199,84.41,1266.15,UPI
C002200,73.74,1843.5,UPI
C002201,53.62,1340.5,Bank Transfer
C002202,54.21,975.78,Bank Transfer
C002203,103.14,3506.76,Credit Card
C002204,71.74,3873.96,Bank Transfer
C002205,111.53,446.12,UPI
C002206,53.63,107.26,Bank Transfer
C002207,113.88,797.16,Credit Card
C002208,51.13,3170.06,UPI
C002209,61.23,1163.37,Credit Card
C002210,78.84,1892.16,Bank Transfer
C002211,89.95,629.65,Debit Card
C002212,83.56,1002.72,Debit Card
C002213,31.74,253.92,UPI
C002214,58.55,878.25,Credit Card
C002215,47.09,235.45,Debit Card
C002216,42.37,338.96,Debit Card
C002217,69.68,975.52,UPI
C002218,30.0,1020.0,UPI
C002219,90.0,360.0,Credit Card
C002220,84.9,1018.8,Debit Card
C002221,102.39,716.73,Credit Card
C002222,48.67,2968.87,Credit Card
C002223,50.64,708.96,UPI
C002224,91.04,1183.52,Credit Card
C002225,92.56,2869.36,Bank Transfer
C002226,96.97,1163.64,Credit Card
C002227,93.08,1954.68,Debit Card
C002228,74.38,1413.22,Credit Card
C002229,60.8,547.2,Bank Transfer
C002230,84.7,508.2,Bank Transfer
C002231,61.16,2507.56,Debit Card
C002232,72.11,721.1,Debit Card
C002233,62.36,62.36,Credit Card
C002234,75.33,75.33,Bank Transfer
C002235,94.84,6449.12,Bank Transfer
C002236,63.01,2205.35,Credit Card
C002237,59.97,1499.25,Debit Card
C002238,67.88,1153.96,Bank Transfer
C002239,46.42,742.72,Credit Card
C002240,83.28,999.36,Debit Card
