customer_id,gender,age,tenure_months,contract_type,churn
C001423,Male,46,48,Two Year,No
C001424,Male,37,13,Month-to-Month,Yes
C001425,Female,42,15,Two Year,No
C001426,Female,23,17,Month-to-Month,No
C001427,Male,53,17,Month-to-Month,Yes
C001428,Male,19,14,Month-to-Month,Yes
C001429,Female,39,14,Month-to-Month,No
C001430,Male,49,22,One Year,No
C001431,Male,33,8,Month-to-Month,No
C001432,Male,35,2,Month-to-Month,No
C001433,Female,22,31,One Year,No
C001434,Female,53,18,One Year,No
C001435,Female,47,35,One Year,No
C001436,Female,62,33,Two Year,No
C001437,Female,36,16,Month-to-Month,Yes
C001438,Male,40,35,One Year,No
C001439,Female,51,21,One Year,No
C001440,Male,30,11,One Year,No
C001441,Male,60,4,Month-to-Month,Yes
C001442,Female,46,3,Month-to-Month,Yes
C001443,Female,53,17,Two Year,No
C001444,Male,39,4,Month-to-Month,No
C001445,Male,64,29,Two Year,No
C001446,Male,53,11,One Year,No
C001447,Female,26,31,One Year,No
C001448,Female,56,48,Two Year,No
C001449,Female,36,32,One Year,No
C001450,Female,55,9,Month-to-Month,No
C001451,Female,23,16,One Year,No
C001452,Male,64,49,Two Year,No
C001453,Female,32,16,Month-to-Month,No
C001454,Male,37,11,Month-to-Month,No
C001455,Male,26,15,Month-to-Month,No
C001456,Male,49,37,Two Year,No
C001457,Female,21,9,Month-to-Month,Yes
C001458,Female,35,29,One Year,No
C001459,Female,22,9,Month-to-Month,No
C001460,Male,37,4,Month-to-Month,No
C001461,Male,40,15,One Year,No
C001462,Male,28,9,Month-to-Month,No
C001463,Male,54,24,One Year,No
C001464,Male,39,20,One Year,No
C001465,Male,21,62,Two Year,No
C001466,Female,46,2,Month-to-Month,Yes
C001467,Female,61,53,Two Year,No
C001468,Female,51,24,One Year,No
C001469,Female,30,60,Two Year,No
C001470,Male,59,2,Month-to-Month,No
C001471,Male,26,24,One Year,Yes
C001472,Female,59,28,Two Year,No
C001473,Male,48,29,Two Year,No
C001474,Female,24,17,Month-to-Month,No
C001475,Female,21,2,Month-to-Month,Yes
C001476,Female,36,1,Month-to-Month,Yes
C001477,Male,59,11,Month-to-Month,No
C001478,Female,47,10,Month-to-Month,No
C001479,Female,48,5,Month-to-Month,No
C001480,Female,52,59,Two Year,No
C001481,Male,38,5,Month-to-Month,No
C001482,Male,48,29,One Year,No
C001483,Female,36,12,Month-to-Month,No
C001484,Male,48,4,Month-to-Month,No
C001485,Male,49,6,Month-to-Month,No
C001486,Male,19,9,Month-to-Month,Yes
C001487,Male,27,17,One Year,No
C001488,Male,19,37,Two Year,No
C001489,Male,19,15,Month-to-Month,Yes
C001490,Male,41,16,Month-to-Month,No
C001491,Male,34,13,Month-to-Month,No
C001492,Male,49,36,Two Year,No
C001493,Male,33,35,One Year,No
C001494,Female,33,26,One Year,Yes
C001495,Female,63,29,One Year,No
C001496,Male,56,18,Two Year,No
C001497,Female,48,4,Month-to-Month,Yes
C001498,Female,60,11,Month-to-Month,No
C001499,Male,41,51,Two Year,No
C001500,Male,18,11,One Year,No
C001501,Male,28,30,One Year,No
C001502,Female,38,35,One Year,No
C001503,Female,21,10,Month-to-Month,No
C001504,Male,24,35,One Year,No
C001505,Male,43,12,One Year,No
C001506,Male,64,7,Month-to-Month,No
C001507,Female,29,9,One Year,No
C001508,Female,48,46,Two Year,No
C001509,Female,34,7,Month-to-Month,Yes
C001510,Female,50,4,Month-to-Month,No
C001511,Male,28,13,Month-to-Month,Yes
C001512,Male,45,25,One Year,No
C001513,Male,49,17,Month-to-Month,Yes
C001514,Male,18,32,One Year,Yes
C001515,Female,64,50,Two Year,No
C001516,Female,45,17,Month-to-Month,No
C001517,Male,59,37,Two Year,No
C001518,Male,24,37,Two Year,No
C001519,Female,19,4,Month-to-Month,Yes
C001520,Male,59,11,Month-to-Month,No
C001521,Female,41,46,Two Year,No
C001522,Male,21,54,Two Year,No
C001523,Male,61,3,Month-to-Month,No
C001524,Male,36,12,Month-to-Month,No
C001525,Male,43,1,Month-to-Month,No
C001526,Male,28,47,Two Year,No
C001527,Male,57,14,Month-to-Month,Yes
C001528,Male,60,6,One Year,No
C001529,Female,28,57,Two Year,No
C001530,Female,62,13,Month-to-Month,Yes
C001531,Female,20,18,One Year,No
C001532,Female,29,15,Month-to-Month,No
C001533,Female,20,42,Two Year,No
C001534,Male,59,17,Month-to-Month,No
C001535,Male,44,17,One Year,No
C001536,Female,19,35,One Year,No
C001537,Male,33,14,Month-to-Month,Yes
C001538,Female,19,12,Month-to-Month,No
C001539,Female,47,4,Month-to-Month,Yes
C001540,Male,37,14,Month-to-Month,No
C001541,Male,55,62,Two Year,No
C001542,Male,45,24,Two Year,No
C001543,Female,42,11,Month-to-Month,Yes
C001544,Male,49,33,One Year,No
C001545,Female,27,11,One Year,No
C001546,Female,59,52,Two Year,No
C001547,Female,57,12,Month-to-Month,No
C001548,Male,50,14,Month-to-Month,No
C001549,Male,30,15,Month-to-Month,Yes
C001550,Female,58,16,One Year,Yes
C001551,Male,59,6,Month-to-Month,Yes
C001552,Male,64,14,Month-to-Month,No
C001553,Male,54,3,Month-to-Month,Yes
C001554,Female,33,24,One Year,No
C001555,Female,62,11,Month-to-Month,No
C001556,Male,39,17,Month-to-Month,Yes
C001557,Female,37,17,Month-to-Month,Yes
C001558,Male,60,3,Month-to-Month,No
C001559,Male,44,19,One Year,No
C001560,Male,58,7,Month-to-Month,No
C001561,Male,33,3,Month-to-Month,Yes
C001562,Female,51,7,One Year,Yes
C001563,Female,49,17,Month-to-Month,No
C001564,Female,43,9,Month-to-Month,Yes
C001565,Male,42,33,Two Year,No
C001566,Male,19,6,Month-to-Month,No
C001567,Male,29,9,Month-to-Month,Yes
C001568,Female,57,5,Month-to-Month,Yes
C001569,Male,26,2,Month-to-Month,No
C001570,Female,29,27,One Year,No
C001571,Female,43,20,One Year,No
C001572,Female,26,14,One Year,No
C001573,Female,27,10,Month-to-Month,No
C001574,Female,49,4,Month-to-Month,Yes
C001575,Female,51,21,Two Year,No
C001576,Male,37,70,Two Year,No
C001577,Male,56,8,Month-to-Month,Yes
C001578,Female,19,13,Month-to-Month,No
C001579,Female,18,7,Month-to-Month,No
C001580,Male,53,7,Month-to-Month,No
C001581,Female,41,4,Month-to-Month,Yes
C001582,Female,44,15,Month-to-Month,No
C001583,Male,19,17,One Year,No
C001584,Female,48,21,One Year,No
C001585,Female,31,6,Month-to-Month,No
C001586,Female,19,9,Month-to-Month,No
C001587,Male,46,46,Two Year,No
C001588,Male,32,8,Month-to-Month,No
C001589,Male,29,12,One Year,No
C001590,Female,54,4,Month-to-Month,Yes
C001591,Female,45,31,One Year,No
C001592,Male,37,13,Month-to-Month,No
C001593,Female,56,7,Month-to-Month,Yes
C001594,Female,41,10,Month-to-Month,Yes
C001595,Female,38,12,Month-to-Month,No
C001596,Female,27,3,Month-to-Month,Yes
C001597,Female,63,31,One Year,No
C001598,Male,31,12,Month-to-Month,Yes
C001599,Female,54,15,Month-to-Month,Yes
C001600,Male,35,13,One Year,No
C001601,Female,41,17,One Year,No
C001602,Male,31,63,Two Year,No
C001603,Female,51,11,One Year,No
C001604,Male,29,10,Month-to-Month,No
C001605,Female,39,7,One Year,Yes
C001606,Male,23,67,Two Year,No
C001607,Female,53,56,Two Year,No
C001608,Male,62,7,Month-to-Month,No
C001609,Female,53,8,Month-to-Month,No
C001610,Male,39,16,Month-to-Month,No
C001611,Male,31,16,One Year,No
C001612,Female,33,31,One Year,Yes
C001613,Female,53,9,One Year,No
C001614,Male,42,17,Month-to-Month,Yes
C001615,Female,49,21,One Year,No
C001616,Male,50,62,Two Year,No
C001617,Male,62,11,Month-to-Month,Yes
C001618,Male,53,12,One Year,No
C001619,Female,37,13,Month-to-Month,No
C001620,Male,35,62,Two Year,No
C001621,Male,55,28,Two Year,No
C001622,Female,20,31,One Year,No
C001623,Female,40,30,One Year,No
C001624,Female,49,71,Two Year,No
C001625,Female,62,13,Month-to-Month,Yes
C001626,Male,33,12,Month-to-Month,Yes
C001627,Male,22,12,One Year,No
C001628,Male,21,1,Month-to-Month,Yes
C001629,Male,38,1,Month-to-Month,No
C001630,Female,57,63,Two Year,No
C001631,Male,31,28,One Year,No
C001632,Male,56,14,Month-to-Month,No
C001633,Female,48,15,Month-to-Month,No
C001634,Male,31,11,Month-to-Month,Yes
C001635,Male,23,9,Month-to-Month,No
C001636,Male,29,17,Month-to-Month,No
C001637,Male,33,9,One Year,No
C001638,Male,34,7,Month-to-Month,Yes
C001639,Male,62,1,Month-to-Month,No
C001640,Female,40,9,Month-to-Month,Yes
C001641,Female,31,56,Two Year,No
C001642,Male,24,2,Month-to-Month,Yes
C001643,Male,63,2,Month-to-Month,Yes
C001644,Female,49,15,Month-to-Month,No
C001645,Male,32,22,One Year,No
C001646,Male,61,18,One Year,No
C001647,Male,34,7,Month-to-Month,No
C001648,Female,58,9,Month-to-Month,No
C001649,Male,64,12,Month-to-Month,Yes
C001650,Female,61,8,One Year,No
C001651,Male,51,28,One Year,No
C001652,Female,22,15,Month-to-Month,No
C001653,Female,62,7,Month-to-Month,No
C001654,Male,44,1,Month-to-Month,Yes
C001655,Female,40,14,Month-to-Month,Yes
C001656,Male,57,24,One Year,No
C001657,Female,31,16,Month-to-Month,No
C001658,Male,32,10,Month-to-Month,No
C001659,Male,60,1,Month-to-Month,Yes
C001660,Female,50,16,Two Year,No
C001661,Male,48,14,Two Year,No
C001662,Male,52,17,Month-to-Month,No
C001663,Female,34,16,Month-to-Month,No
C001664,Male,45,2,Month-to-Month,Yes
C001665,Male,36,15,Month-to-Month,Yes
C001666,Female,63,13,Month-to-Month,No
C001667,Female,40,18,One Year,No
C001668,Male,49,21,One Year,No
C001669,Male,57,19,Two Year,No
C001670,Female,30,11,Month-to-Month,Yes
C001671,Female,37,19,Two Year,No
C001672,Male,52,27,One Year,No
C001673,Female,22,10,Month-to-Month,No
C001674,Male,26,1,Month-to-Month,No
C001675,Male,46,12,Month-to-Month,No
C001676,Male,23,9,Month-to-Month,No
C001677,Male,42,5,Month-to-Month,Yes
C001678,Male,48,14,One Year,No
C001679,Female,39,16,Month-to-Month,No
C001680,Female,19,29,Two Year,No
C001681,Female,62,8,Month-to-Month,No
C001682,Female,22,34,Two Year,No
C001683,Male,44,11,Month-to-Month,No
C001684,Male,42,35,One Year,No
C001685,Male,25,4,Month-to-Month,Yes
C001686,Male,18,10,Month-to-Month,No
C001687,Female,37,35,Two Year,No
C001688,Male,61,13,Month-to-Month,No
C001689,Male,40,34,One Year,No
C001690,Female,49,25,One Year,No
C001691,Female,28,14,Month-to-Month,No
C001692,Female,56,2,Month-to-Month,Yes
C001693,Female,64,34,One Year,No
C001694,Male,41,4,Month-to-Month,Yes
C001695,Male,28,12,One Year,No
C001696,Female,46,62,Two Year,No
C001697,Male,43,17,Month-to-Month,No
C001698,Male,33,16,Month-to-Month,No
C001699,Male,52,18,One Year,No
C001700,Female,37,12,Month-to-Month,Yes
C001701,Male,63,1,Month-to-Month,Yes
C001702,Female,20,15,Month-to-Month,No
C001703,Male,18,8,One Year,No
C001704,Male,64,6,Month-to-Month,No
C001705,Male,18,14,Month-to-Month,Yes
C001706,Female,34,28,One Year,No
C001707,Male,19,6,Month-to-Month,Yes
C001708,Female,46,1,Month-to-Month,No
C001709,Female,37,63,Two Year,No
C001710,Female,23,11,One Year,No
C001711,Male,25,19,Two Year,No
C001712,Male,46,15,Month-to-Month,No
C001713,Male,50,19,One Year,No
C001714,Male,20,16,Month-to-Month,Yes
C001715,Female,52,16,Month-to-Month,No
C001716,Female,22,1,Month-to-Month,Yes
C001717,Female,44,4,Month-to-Month,No
C001718,Male,61,35,Two Year,No
C001719,Female,29,10,Month-to-Month,No
C001720,Male,37,25,One Year,No
C001721,Female,62,23,One Year,No
C001722,Male,37,7,One Year,No
C001723,Male,26,4,Month-to-Month,Yes
C001724,Female,56,20,One Year,No
C001725,Female,21,4,Month-to-Month,Yes
C001726,Female,36,16,Month-to-Month,No
C001727,Female,55,26,Two Year,No
C001728,Male,44,7,Month-to-Month,No
C001729,Female,62,15,Month-to-Month,No
C001730,Female,60,33,Two Year,No
C001731,Female,30,11,Month-to-Month,No
C001732,Male,30,24,One Year,No
C001733,Male,39,8,Month-to-Month,No
C001734,Female,45,1,Month-to-Month,No
C001735,Male,64,3,Month-to-Month,Yes
C001736,Female,62,5,Month-to-Month,Yes
C001737,Male,39,12,Month-to-Month,No
C001738,Male,60,17,One Year,No
C001739,Male,36,26,One Year,No
C001740,Male,25,70,Two Year,No
C001741,Female,25,9,Month-to-Month,No
C001742,Female,59,16,One Year,No
C001743,Female,43,22,One Year,No
C001744,Male,43,59,Two Year,No
C001745,Female,40,4,Month-to-Month,Yes
C001746,Female,60,15,One Year,No
C001747,Female,30,65,Two Year,No
C001748,Male,45,15,Month-to-Month,Yes
C001749,Male,26,68,Two Year,No
C001750,Male,37,3,Month-to-Month,No
C001751,Female,36,33,One Year,Yes
C001752,Female,56,64,Two Year,No
C001753,Female,29,28,One Year,No
C001754,Male,32,5,Month-to-Month,No
C001755,Male,48,11,Month-to-Month,No
C001756,Female,31,67,Two Year,No
C001757,Male,28,5,Month-to-Month,No
C001758,Male,43,7,Month-to-Month,Yes
C001759,Male,59,11,One Year,No
C001760,Male,44,13,Month-to-Month,No
C001761,Female,28,2,Month-to-Month,Yes
C001762,Male,55,11,Month-to-Month,No
C001763,Male,51,5,Month-to-Month,Yes
C001764,Male,60,14,One Year,No
C001765,Male,36,11,One Year,No
C001766,Female,23,22,One Year,No
C001767,Female,63,30,Two Year,No
C001768,Male,55,66,Two Year,No
C001769,Male,59,13,One Year,No
C001770,Male,45,7,Month-to-Month,No
C001771,Male,18,10,One Year,No
C001772,Male,52,15,Month-to-Month,No
C001773,Male,57,15,One Year,No
C001774,Female,25,29,One Year,No
C001775,Male,64,16,Month-to-Month,No
C001776,Female,24,52,Two Year,No
C001777,Female,28,7,Month-to-Month,No
C001778,Male,56,16,One Year,No
C001779,Female,21,9,Month-to-Month,Yes
C001780,Female,42,60,Two Year,No
C001781,Female,29,9,Month-to-Month,No
C001782,Female,43,3,Month-to-Month,No
C001783,Female,55,8,Month-to-Month,No
C001784,Female,63,16,Month-to-Month,No
C001785,Male,29,7,Month-to-Month,Yes
C001786,Female,60,33,One Year,No
C001787,Female,54,7,Month-to-Month,No
C001788,Female,63,13,Month-to-Month,No
C001789,Male,41,3,Month-to-Month,Yes
C001790,Female,33,55,Two Year,No
C001791,Male,30,29,One Year,No
C001792,Female,42,13,One Year,No
C001793,Male,21,18,One Year,No
C001794,Male,28,16,Month-to-Month,No
C001795,Female,49,7,Month-to-Month,Yes
C001796,Female,24,4,Month-to-Month,No
C001797,Male,63,23,Two Year,No
C001798,Female,28,28,Two Year,No
C001799,Male,45,1,Month-to-Month,Yes
C001800,Male,58,17,Month-to-Month,No
C001801,Male,40,2,Month-to-Month,Yes
C001802,Male,62,6,Month-to-Month,Yes
C001803,Male,40,17,One Year,No
C001804,Female,45,11,Month-to-Month,No
C001805,Male,60,64,Two Year,No
C001806,Male,64,11,Month-to-Month,Yes
C001807,Female,43,29,Two Year,No
C001808,Male,42,13,One Year,No
C001809,Female,46,30,One Year,No
C001810,Female,36,12,One Year,No
C001811,Female,50,33,One Year,No
C001812,Male,53,19,One Year,No
C001813,Male,31,21,One Year,No
C001814,Male,31,17,One Year,Yes
C001815,Female,52,52,Two Year,No
C001816,Male,47,25,One Year,No
C001817,Female,45,34,One Year,No
C001818,Male,34,34,Two Year,No
C001819,Female,20,16,Month-to-Month,No
C001820,Male,33,16,Month-to-Month,Yes
C001821,Male,63,9,Month-to-Month,Yes
C001822,Male,47,18,One Year,No
C001823,Female,46,37,Two Year,No
C001824,Female,62,5,Month-to-Month,No
C001825,Male,32,27,One Year,No
C001826,Male,63,24,One Year,Yes
C001827,Female,42,10,Month-to-Month,No
C001828,Female,55,12,One Year,No
C001829,Female,59,20,Two Year,No
C001830,Male,64,14,Month-to-Month,No
C001831,Female,55,20,One Year,No
C001832,Male,40,18,One Year,No
C001833,Female,42,10,Month-to-Month,No
C001834,Male,59,14,Month-to-Month,No
C001835,Female,24,37,Two Year,No
C001836,Female,39,12,Month-to-Month,No
C001837,Female,34,6,Month-to-Month,No
C001838,Female,35,12,Month-to-Month,No
C001839,Female,58,29,One Year,No
C001840,Male,27,18,One Year,No
C001841,Female,27,13,One Year,No
C001842,Female,24,16,Month-to-Month,No
C001843,Female,55,13,Two Year,No
C001844,Male,44,7,Month-to-Month,No
C001845,Female,50,12,Month-to-Month,No
C001846,Male,18,7,Month-to-Month,No
C001847,Female,61,14,Month-to-Month,No
C001848,Female,51,41,Two Year,No
C001849,Male,21,52,Two Year,No
C001850,Female,34,11,Month-to-Month,No
C001851,Male,21,59,Two Year,No
C001852,Male,60,24,One Year,No
C001853,Female,43,42,Two Year,No
C001854,Male,21,11,Month-to-Month,No
C001855,Female,18,23,One Year,No
C001856,Female,24,11,Month-to-Month,No
C001857,Male,47,36,Two Year,No
C001858,Male,26,4,Month-to-Month,No
C001859,Male,52,23,One Year,No
C001860,Male,25,13,Month-to-Month,Yes
C001861,Female,41,4,Month-to-Month,Yes
C001862,Female,36,35,One Year,No
C001863,Male,53,53,Two Year,No
C001864,Female,60,34,One Year,Yes
C001865,Female,44,65,Two Year,No
C001866,Female,49,5,Month-to-Month,No
C001867,Female,31,8,One Year,No
C001868,Male,35,16,Month-to-Month,No
C001869,Male,45,8,Month-to-Month,No
C001870,Female,46,29,One Year,No
C001871,Male,33,12,One Year,Yes
C001872,Male,52,24,One Year,No
C001873,Male,64,19,One Year,No
C001874,Female,48,20,One Year,Yes
C001875,Female,21,17,Month-to-Month,No
C001876,Female,54,1,Month-to-Month,Yes
C001877,Male,34,11,One Year,No
C001878,Female,56,15,Month-to-Month,Yes
C001879,Female,63,12,Month-to-Month,No
C001880,Male,43,2,Month-to-Month,Yes
C001881,Female,56,10,One Year,No
C001882,Female,58,9,Month-to-Month,No
C001883,Male,21,25,One Year,No
C001884,Male,47,19,One Year,No
C001885,Male,47,8,Month-to-Month,No
C001886,Female,39,7,One Year,No
C001887,Female,28,14,One Year,No
C001888,Female,19,12,One Year,No
C001889,Male,61,35,One Year,No
C001890,Male,29,16,Month-to-Month,No
C001891,Female,47,26,One Year,No
C001892,Female,53,5,Month-to-Month,Yes
C001893,Male,35,66,Two Year,No
C001894,Male,43,40,Two Year,No
C001895,Male,24,20,One Year,No
C001896,Male,18,5,Month-to-Month,No
C001897,Female,43,11,Month-to-Month,No
C001898,Male,40,14,Month-to-Month,Yes
C001899,Female,43,3,Month-to-Month,Yes
C001900,Female,62,10,Month-to-Month,Yes
C001901,Female,23,33,One Year,No
C001902,Male,23,6,Month-to-Month,No
C001903,Male,61,71,Two Year,No
C001904,Male,25,3,Month-to-Month,No
C001905,Male,41,45,Two Year,No
C001906,Female,39,56,Two Year,No
C001907,Male,36,23,One Year,Yes
C001908,Male,54,7,One Year,Yes
C001909,Female,35,15,Month-to-Month,No
C001910,Male,48,10,One Year,No
C001911,Female,54,15,Month-to-Month,No
C001912,Female,47,17,Month-to-Month,No
C001913,Female,59,7,One Year,No
C001914,Female,50,15,Month-to-Month,No
C001915,Female,27,25,One Year,Yes
C001916,Female,54,3,Month-to-Month,No
C001917,Female,29,5,Month-to-Month,Yes
C001918,Female,47,11,Month-to-Month,Yes
C001919,Male,44,9,Month-to-Month,No
C001920,Male,56,5,Month-to-Month,Yes
C001921,Male,26,1,Month-to-Month,No
C001922,Male,38,14,Month-to-Month,No
C001923,Female,29,48,Two Year,No
C001924,Male,46,8,Month-to-Month,No
C001925,Female,50,26,One Year,No
C001926,Male,60,14,Month-to-Month,No
C001927,Male,32,71,Two Year,No
C001928,Male,19,16,Month-to-Month,No
C001929,Female,56,6,Month-to-Month,Yes
C001930,Male,61,13,One Year,No
C001931,Female,35,2,Month-to-Month,Yes
C001932,Female,20,24,One Year,No
C001933,Male,24,9,Month-to-Month,No
C001934,Male,60,16,Two Year,No
C001935,Male,35,5,Month-to-Month,Yes
C001936,Female,61,4,Month-to-Month,Yes
C001937,Male,55,21,One Year,No
C001938,Female,54,16,Month-to-Month,No
C001939,Female,50,27,Two Year,No
C001940,Male,61,7,Month-to-Month,Yes
C001941,Male,48,23,One Year,No
C001942,Female,28,1,Month-to-Month,No
C001943,Female,21,14,Two Year,No
C001944,Female,35,30,One Year,No
C001945,Male,21,8,Month-to-Month,No
C001946,Female,51,1,Month-to-Month,Yes
C001947,Male,46,7,Month-to-Month,No
C001948,Female,41,18,Two Year,No
C001949,Female,39,8,Month-to-Month,No
C001950,Male,19,17,Month-to-Month,No
C001951,Female,61,11,Month-to-Month,No
C001952,Male,23,15,Month-to-Month,No
C001953,Male,59,14,One Year,No
C001954,Female,42,60,Two Year,No
C001955,Male,38,16,One Year,No
C001956,Male,33,49,Two Year,No
C001957,Female,48,14,One Year,No
C001958,Male,31,2,Month-to-Month,Yes
C001959,Male,56,4,Month-to-Month,Yes
C001960,Male,45,23,One Year,No
C001961,Female,49,39,Two Year,No
C001962,Male,45,44,Two Year,No
C001963,Female,26,11,Month-to-Month,No
C001964,Female,62,3,Month-to-Month,Yes
C001965,Male,39,8,Month-to-Month,No
C001966,Male,49,16,Two Year,No
C001967,Male,22,63,Two Year,No
C001968,Female,40,26,One Year,No
C001969,Male,22,5,Month-to-Month,Yes
C001970,Male,59,33,One Year,No
C001971,Male,49,11,Month-to-Month,Yes
C001972,Male,27,12,Month-to-Month,No
C001973,Male,56,27,One Year,No
C001974,Female,32,9,Month-to-Month,Yes
C001975,Female,24,13,Month-to-Month,No
C001976,Male,46,65,Two Year,No
C001977,Male,64,25,One Year,No
C001978,Male,20,3,Month-to-Month,No
C001979,Male,36,18,One Year,Yes
C001980,Female,27,11,Month-to-Month,No
C001981,Male,45,16,One Year,No
C001982,Female,46,26,One Year,No
C001983,Female,32,25,One Year,No
C001984,Male,52,26,One Year,No
C001985,Female,23,7,Month-to-Month,Yes
C001986,Female,29,17,Month-to-Month,No
C001987,Female,64,16,Month-to-Month,No
C001988,Female,55,14,Month-to-Month,No
C001989,Male,30,6,One Year,No
C001990,Male,46,11,Month-to-Month,Yes
C001991,Female,36,13,Month-to-Month,Yes
C001992,Male,20,1,Month-to-Month,Yes
C001993,Male,25,45,Two Year,No
C001994,Male,25,9,Month-to-Month,No
C001995,Male,37,18,One Year,No
C001996,Male,64,5,Month-to-Month,Yes
C001997,Female,21,9,Month-to-Month,No
C001998,Male,38,13,Month-to-Month,No
C001999,Male,20,10,One Year,No
C002000,Male,62,20,One Year,No
C002001,Male,25,18,Two Year,No
C002002,Female,40,14,Month-to-Month,No
C002003,Female,33,16,Month-to-Month,Yes
C002004,Female,30,17,Two Year,No
C002005,Female,20,2,Month-to-Month,Yes
C002006,Male,26,21,One Year,No
C002007,Female,31,24,One Year,Yes
C002008,Male,30,5,Month-to-Month,Yes
C002009,Male,24,9,One Year,No
C002010,Male,32,14,Month-to-Month,No
C002011,Male,24,6,Month-to-Month,No
C002012,Male,55,8,Month-to-Month,No
C002013,Female,51,35,Two Year,No
C002014,Female,58,3,Month-to-Month,No
C002015,Female,39,9,One Year,No
C002016,Female,41,43,Two Year,No
C002017,Male,54,6,One Year,No
C002018,Female,61,7,One Year,Yes
C002019,Male,18,13,Month-to-Month,No
C002020,Female,27,9,Month-to-Month,Yes
C002021,Male,60,12,Month-to-Month,No
C002022,Male,33,15,One Year,No
C002023,Female,63,21,Two Year,No
C002024,Male,25,61,Two Year,No
C002025,Male,42,55,Two Year,No
C002026,Female,29,65,Two Year,No
C002027,Male,42,16,Month-to-Month,No
C002028,Female,34,28,One Year,No
C002029,Female,43,17,Two Year,No
C002030,Female,63,10,Month-to-Month,No
C002031,Male,31,42,Two Year,No
C002032,Male,58,15,Month-to-Month,Yes
C002033,Male,53,31,One Year,No
C002034,Female,40,14,One Year,No
C002035,Male,60,41,Two Year,No
C002036,Female,23,2,Month-to-Month,Yes
C002037,Female,64,23,One Year,No
C002038,Male,22,17,One Year,No
C002039,Female,60,3,Month-to-Month,No
C002040,Male,42,12,One Year,No
C002041,Male,35,14,One Year,No
C002042,Male,30,13,One Year,No
C002043,Male,60,6,Month-to-Month,Yes
C002044,Male,31,1,Month-to-Month,No
C002045,Female,45,19,One Year,No
C002046,Female,35,16,Month-to-Month,No
C002047,Female,45,16,Month-to-Month,No
C002048,Male,44,15,Two Year,No
C002049,Male,49,34,One Year,No
C002050,Male,64,11,One Year,No
C002051,Female,26,15,Month-to-Month,No
C002052,Male,57,8,Month-to-Month,No
C002053,Female,49,1,Month-to-Month,Yes
C002054,Female,37,13,Month-to-Month,No
C002055,Male,45,32,One Year,No
C002056,Male,50,23,One Year,No
C002057,Female,21,13,Month-to-Month,No
C002058,Male,63,14,Month-to-Month,No
C002059,Female,51,11,Month-to-Month,No
C002060,Male,20,7,Month-to-Month,No
C002061,Male,43,4,Month-to-Month,Yes
C002062,Female,25,28,Two Year,No
C002063,Male,23,24,One Year,No
C002064,Female,33,19,One Year,No
C002065,Male,41,10,Month-to-Month,Yes
C002066,Female,56,68,Two Year,No
C002067,Female,47,34,One Year,No
C002068,Male,62,11,One Year,No
C002069,Female,30,4,Month-to-Month,No
C002070,Male,22,22,Two Year,No
C002071,Male,42,56,Two Year,No
C002072,Male,37,51,Two Year,No
C002073,Female,35,10,Month-to-Month,No
C002074,Female,64,11,Month-to-Month,No
C002075,Male,35,3,Month-to-Month,Yes
C002076,Male,19,15,Month-to-Month,No
C002077,Female,27,19,Two Year,No
C002078,Male,62,1,Month-to-Month,No
C002079,Male,64,8,Month-to-Month,Yes
C002080,Female,29,3,Month-to-Month,Yes
C002081,Male,64,1,Month-to-Month,No
C002082,Female,30,16,Month-to-Month,Yes
C002083,Male,64,14,One Year,No
C002084,Female,28,22,One Year,No
C002085,Male,36,16,Month-to-Month,No
C002086,Male,52,6,Month-to-Month,No
C002087,Female,56,7,Month-to-Month,Yes
C002088,Male,43,16,Month-to-Month,No
C002089,Female,63,13,One Year,No
C002090,Male,31,15,One Year,No
C002091,Female,62,19,One Year,No
C002092,Female,61,16,One Year,No
C002093,Female,41,2,Month-to-Month,Yes
C002094,Female,58,23,Two Year,No
C002095,Male,18,71,Two Year,No
C002096,Male,60,71,Two Year,No
C002097,Female,39,13,Month-to-Month,No
C002098,Female,40,58,Two Year,No
C002099,Female,36,38,Two Year,No
C002100,Male,35,69,Two Year,No
C002101,Male,29,12,Month-to-Month,No
C002102,Male,45,18,One Year,No
C002103,Male,45,19,Two Year,No
C002104,Female,50,21,One Year,No
C002105,Female,36,35,One Year,Yes
C002106,Female,45,40,Two Year,No
C002107,Male,54,3,Month-to-Month,Yes
C002108,Male,43,33,One Year,No
C002109,Male,52,13,Month-to-Month,Yes
C002110,Female,51,23,Two Year,No
C002111,Female,52,2,Month-to-Month,Yes
C002112,Male,57,6,One Year,No
C002113,Female,33,13,One Year,No
C002114,Male,55,35,One Year,No
C002115,Male,30,14,One Year,No
C002116,Female,40,68,Two Year,No
C002117,Male,39,70,Two Year,No
C002118,Female,33,8,Month-to-Month,No
C002119,Male,45,17,Month-to-Month,No
C002120,Female,52,9,Month-to-Month,No
C002121,Female,62,6,Month-to-Month,No
C002122,Female,63,33,One Year,No
C002123,Male,25,26,Two Year,No
C002124,Male,61,34,Two Year,No
C002125,Female,39,13,Month-to-Month,Yes
C002126,Female,38,12,Month-to-Month,No
C002127,Male,43,18,One Year,No
C002128,Male,57,12,One Year,No
C002129,Male,38,14,Month-to-Month,No
C002130,Female,42,54,Two Year,No
C002131,Male,58,39,Two Year,No
C002132,Male,18,14,Month-to-Month,Yes
C002133,Female,23,28,Two Year,No
